date,decimal,to go
211236,56404,364949
3211236,56404,364948
281319,56411,364947
4281319,56411,364946
131949,56413,364945
8131949,56413,364944
131948,56414,364943
8131948,56414,364942
632017,56428,364941
3201700,56431,364940
331989,56442,364939
671971,56447,364938
671970,56448,364937
491637,56454,364936
741176,56459,364935
741175,56460,364934
411759,56460,364933
411758,56461,364932
851878,56468,364931
851402,56492,364930
821719,56507,364929
171907,56509,364928
2171907,56509,364927
171906,56510,364926
2171906,56510,364925
481837,56533,364924
481836,56535,364923
621411,56540,364922
621410,56541,364921
141072,56542,364920
2141072,56542,364919
721714,56546,364918
171422,56548,364917
2171422,56548,364916
171421,56549,364915
2171421,56549,364914
421499,56551,364913
421498,56552,364912
361918,56559,364911
191877,56560,364910
6191877,56560,364909
981674,56597,364908
791194,56611,364907
911941,56612,364906
911940,56613,364905
611956,56618,364904
761276,56642,364903
441058,56649,364902
441057,56650,364901
751024,56657,364900
981455,56668,364899
861678,56676,364898
781594,56682,364897
521085,56705,364896
5301598,56711,364895
5301597,56712,364894
391343,56761,364893
372016,56767,364892
372015,56768,364891
7201565,56769,364890
7201564,56771,364889
971641,56789,364888
641479,56793,364887
891931,56814,364886
891930,56815,364885
671381,56820,364884
671380,56821,364883
571715,56826,364882
171506,56828,364881
7171506,56828,364880
171505,56829,364879
7171505,56829,364878
881565,56842,364877
881564,56844,364876
671163,56916,364875
671162,56917,364874
711627,56917,364873
711626,56918,364872
742022,56941,364871
742021,56942,364870
861355,56962,364869
781361,56975,364868
361206,56978,364867
981999,56993,364866
891723,57041,364865
471764,57053,364864
641887,57057,364863
641886,57058,364862
351372,57065,364861
921738,57080,364860
541480,57091,364859
361524,57111,364858
241276,57115,364857
5241276,57115,364856
241275,57116,364855
5241275,57116,364854
231235,57134,364853
7231235,57134,364852
231234,57135,364851
7231234,57135,364850
7201496,57197,364849
7201495,57198,364848
721065,57204,364847
721064,57205,364846
421126,57228,364845
211261,57229,364844
4211261,57229,364843
211260,57230,364842
4211260,57230,364841
391400,57265,364840
941454,57297,364839
591818,57314,364838
591817,57315,364837
9181795,57316,364836
181794,57317,364835
9181794,57317,364834
441086,57335,364833
631900,57341,364832
681552,57351,364831
681551,57352,364830
551692,57354,364829
971810,57376,364828
181008,57377,364827
7181008,57377,364826
181007,57378,364825
7181007,57378,364824
141019,57404,364823
7141019,57404,364822
141018,57405,364821
7141018,57405,364820
4101893,57406,364819
281843,57415,364818
4281843,57415,364817
281842,57419,364816
4281842,57419,364815
881697,57426,364814
881696,57427,364813
961644,57440,364812
381529,57446,364811
381528,57447,364810
721409,57454,364809
721408,57455,364808
581702,57493,364807
581701,57494,364806
491619,57501,364805
161906,57503,364804
9161906,57503,364803
611400,57509,364802
262009,57528,364801
7262009,57528,364800
381703,57566,364799
821872,57600,364798
331827,57650,364797
961779,57660,364796
961778,57661,364795
251808,57667,364794
6251808,57667,364793
931443,57676,364792
251205,57683,364791
3251205,57683,364790
951293,57712,364789
351263,57744,364788
1291283,57763,364787
291283,57763,364786
1291283,57763,364785
671262,57791,364784
671261,57792,364783
1261798,57794,364782
261798,57794,364781
1261798,57794,364780
981303,57798,364779
891317,57851,364778
9131795,57852,364777
9131794,57853,364776
521264,57864,364775
861139,57881,364774
611395,57882,364773
611394,57883,364772
751211,57896,364771
751210,57897,364770
5121056,57898,364769
561639,57902,364768
561638,57904,364767
461159,57921,364766
461158,57922,364765
611586,57922,364764
341591,57938,364763
591451,57942,364762
451797,57944,364761
351969,57958,364760
3301202,57979,364759
412011,57985,364758
1201120,57988,364757
241245,58021,364756
9241245,58021,364755
241244,58022,364754
9241244,58022,364753
481329,58067,364752
881210,58085,364751
121035,58086,364750
8121035,58086,364749
351772,58090,364748
231245,58095,364747
7231245,58095,364746
231244,58096,364745
7231244,58096,364744
731325,58138,364743
251322,58142,364742
3251322,58142,364741
251321,58143,364740
3251321,58143,364739
321862,58145,364738
661815,58175,364737
661814,58176,364736
181472,58177,364735
6181472,58177,364734
181471,58178,364733
6181471,58178,364732
471556,58180,364731
471555,58181,364730
5301777,58197,364729
5301776,58198,364728
471778,58222,364727
391605,58233,364726
391604,58234,364725
281534,58241,364724
2281534,58241,364723
861424,58259,364722
221491,58274,364721
3221491,58274,364720
491465,58277,364719
231817,58319,364718
2231817,58319,364717
231816,58320,364716
2231816,58320,364715
181667,58321,364714
3181667,58321,364713
181666,58322,364712
3181666,58322,364711
571839,58332,364710
771420,58345,364709
461780,58361,364708
771312,58374,364707
131209,58377,364706
7131209,58377,364705
841448,58391,364704
841447,58392,364703
221293,58410,364702
5221293,58410,364701
221292,58411,364700
5221292,58411,364699
731349,58430,364698
661951,58441,364697
951081,58444,364696
1081158,58447,364695
811583,58448,364694
471173,58454,364693
711733,58455,364692
331203,58459,364691
331202,58460,364690
381881,58492,364689
881307,58495,364688
881306,58496,364687
691564,58500,364686
691563,58501,364685
741254,58509,364684
431259,58515,364683
361196,58524,364682
261014,58533,364681
6261014,58533,364680
6101406,58535,364679
6101405,58536,364678
231403,58551,364677
5231403,58551,364676
231138,58557,364675
3231138,58557,364674
311381,58560,364673
381966,58561,364672
381965,58562,364671
271989,58573,364670
3271989,58573,364669
961837,58577,364668
761369,58622,364667
761368,58623,364666
871196,58627,364665
921819,58634,364664
921818,58635,364663
181875,58636,364662
2181875,58636,364661
161705,58648,364660
8161705,58648,364659
1231367,58672,364658
231367,58672,364657
1231367,58672,364656
1231366,58673,364655
231366,58673,364654
1231366,58673,364653
491866,58687,364652
661396,58691,364651
661395,58692,364650
781099,58714,364649
781098,58715,364648
241401,58726,364647
421427,58735,364646
751391,58748,364645
751390,58750,364644
931340,58757,364643
951085,58774,364642
951084,58775,364641
761187,58782,364640
761186,58783,364639
611867,58783,364638
611866,58784,364637
981781,58800,364636
981780,58801,364635
941499,58807,364634
941498,58808,364633
561003,58827,364632
561002,58828,364631
431783,58839,364630
831363,58843,364629
251358,58851,364628
581416,58855,364627
141612,58857,364626
8141612,58857,364625
141611,58858,364624
8141611,58858,364623
161152,58859,364622
4161152,58859,364621
161151,58860,364620
4161151,58860,364619
611519,58860,364618
151902,58862,364617
1151902,58862,364616
1151902,58862,364615
991335,58872,364614
331311,58881,364613
131115,58883,364612
3131115,58883,364611
1311150,58885,364610
311150,58885,364609
111502,58885,364608
3111502,58885,364607
681930,58896,364606
9301359,58899,364605
971640,58911,364604
971961,58917,364603
971960,58918,364602
871804,58945,364601
871803,58946,364600
391116,58950,364599
911161,58951,364598
111613,58952,364597
9111613,58952,364596
111612,58953,364595
9111612,58953,364594
161281,58954,364593
1161281,58954,364592
1161281,58954,364591
11161281,58954,364590
1281359,58958,364589
1281359,58958,364588
961732,58986,364587
961731,58987,364586
731598,58989,364585
731597,58990,364584
762002,58994,364583
241962,58999,364582
621553,59003,364581
621552,59004,364580
481982,59017,364579
221995,59022,364578
8221995,59022,364577
221994,59023,364576
8221994,59023,364575
871374,59035,364574
591606,59073,364573
491054,59084,364572
441252,59089,364571
441251,59090,364570
1251599,59093,364569
251599,59093,364568
1251599,59093,364567
781368,59102,364566
491573,59119,364565
431342,59144,364564
351239,59153,364563
591667,59163,364562
121289,59204,364561
3121289,59204,364560
121288,59205,364559
3121288,59205,364558
451461,59216,364557
461488,59219,364556
461487,59220,364555
461428,59229,364554
991608,59240,364553
571726,59257,364552
441820,59274,364551
182019,59275,364550
4182019,59275,364549
8201935,59277,364548
621787,59310,364547
871133,59314,364546
711330,59316,364545
631060,59324,364544
991694,59336,364543
991693,59337,364542
461766,59349,364541
671007,59385,364540
671006,59386,364539
681262,59390,364538
681261,59391,364537
1261825,59393,364536
261825,59393,364535
1261825,59393,364534
251729,59397,364533
8251729,59397,364532
291461,59401,364531
7291461,59401,364530
291460,59402,364529
7291460,59402,364528
541893,59411,364527
541892,59412,364526
491070,59427,364525
621155,59437,364524
211554,59438,364523
6211554,59438,364522
211553,59439,364521
6211553,59439,364520
691458,59455,364519
691457,59456,364518
921412,59499,364517
921411,59500,364516
141187,59501,364515
2141187,59501,364514
141186,59502,364513
2141186,59502,364512
411869,59502,364511
411868,59504,364510
751336,59519,364509
751335,59520,364508
891613,59547,364507
891612,59548,364506
161292,59549,364505
9161292,59549,364504
161291,59550,364503
9161291,59550,364502
1291689,59552,364501
291689,59552,364500
1291689,59552,364499
1291688,59553,364498
291688,59553,364497
1291688,59553,364496
271812,59583,364495
4271812,59583,364494
4271811,59584,364493
181179,59585,364492
7181179,59585,364491
181178,59586,364490
7181178,59586,364489
811789,59586,364488
811788,59587,364487
931597,59597,364486
931596,59598,364485
671935,59602,364484
632007,59635,364483
291802,59660,364482
8291802,59660,364481
531923,59720,364480
6301093,59733,364479
721256,59742,364478
131011,59757,364477
4131011,59757,364476
131010,59758,364475
4131010,59758,364474
3101074,59759,364473
3101073,59760,364472
381785,59764,364471
831604,59773,364470
831603,59774,364469
381352,59779,364468
281190,59788,364467
8281190,59788,364466
811904,59788,364465
871801,59828,364464
611226,59835,364463
641986,59852,364462
641985,59853,364461
861751,59861,364460
751177,59864,364459
511771,59865,364458
771138,59868,364457
771137,59869,364456
711379,59869,364455
711378,59870,364454
381575,59885,364453
241561,59898,364452
4241561,59898,364451
241560,59900,364450
4241560,59900,364449
521633,59905,364448
281971,59910,364447
3281971,59910,364446
971223,59913,364445
231674,59922,364444
941281,59936,364443
1281406,59939,364442
281406,59939,364441
1281406,59939,364440
621722,59944,364439
621721,59946,364438
721964,59947,364437
641843,59951,364436
641842,59952,364435
331523,60009,364434
331522,60010,364433
481778,60016,364432
481777,60017,364431
681630,60030,364430
531769,60039,364429
671065,60056,364428
671064,60057,364427
841098,60077,364426
981351,60082,364425
351587,60084,364424
351586,60085,364423
331952,60097,364422
481099,60121,364421
481098,60122,364420
611778,60151,364419
631844,60170,364418
691428,60183,364417
551075,60194,364416
551074,60195,364415
391661,60225,364414
391660,60227,364413
731619,60234,364412
3161972,60235,364411
3161971,60236,364410
971503,60238,364409
331669,60244,364408
491428,60261,364407
491427,60263,364406
971489,60282,364405
971488,60283,364404
951185,60306,364403
511847,60307,364402
731871,60312,364401
871248,60315,364400
871247,60316,364399
291910,60324,364398
7291910,60324,364397
191007,60325,364396
9191007,60325,364395
951580,60353,364394
721504,60363,364393
761289,60378,364392
831264,60383,364391
831263,60384,364390
341025,60397,364389
341024,60398,364388
841238,60431,364387
381242,60435,364386
631296,60495,364385
261122,60508,364384
4261122,60508,364383
611222,60509,364382
1221517,60512,364381
221517,60512,364380
11221517,60512,364379
1221517,60512,364378
151742,60514,364377
2151742,60514,364376
151741,60515,364375
2151741,60515,364374
741715,60517,364373
171531,60519,364372
4171531,60519,364371
531336,60522,364370
361862,60526,364369
241091,60532,364368
2241091,60532,364367
1091387,60535,364366
1091386,60537,364365
631732,60562,364364
631731,60563,364363
731648,60565,364362
731647,60566,364361
821138,60594,364360
211383,60595,364359
8211383,60595,364358
211382,60597,364357
8211382,60597,364356
691149,60608,364355
911495,60608,364354
921842,60615,364353
921841,60616,364352
841921,60618,364351
841920,60619,364350
681886,60644,364349
861675,60648,364348
221017,60656,364347
7221017,60656,364346
2101726,60658,364345
261104,60662,364344
7261104,60662,364343
611038,60663,364342
261103,60663,364341
7261103,60663,364340
671788,60671,364339
671787,60672,364338
481295,60682,364337
481294,60683,364336
861699,60702,364335
841083,60723,364334
841082,60724,364333
351274,60731,364332
741535,60735,364331
851337,60742,364330
851336,60743,364329
851478,60772,364328
851477,60773,364327
791058,60777,364326
651291,60805,364325
651290,60806,364324
5201138,60812,364323
5201137,60813,364322
781086,60817,364321
781085,60818,364320
861619,60823,364319
861618,60824,364318
161889,60825,364317
6161889,60825,364316
161888,60826,364315
6161888,60826,364314
741359,60841,364313
851518,60852,364312
851517,60853,364311
151768,60854,364310
5151768,60854,364309
771316,60893,364308
131603,60895,364307
7131603,60895,364306
872005,60906,364305
761897,60928,364304
981788,60937,364303
881945,60941,364302
881944,60942,364301
671731,60947,364300
731161,60950,364299
731160,60951,364298
311606,60951,364297
7311606,60951,364296
231476,60959,364295
7231476,60959,364294
551929,60971,364293
551928,60972,364292
251272,60984,364291
8251272,60984,364290
251271,60985,364289
8251271,60985,364288
1271824,60987,364287
271824,60987,364286
1271824,60987,364285
421522,61000,364284
421521,61001,364283
521647,61003,364282
521646,61005,364281
781929,61012,364280
362022,61048,364279
362021,61049,364278
221563,61063,364277
8221563,61063,364276
221562,61064,364275
8221562,61064,364274
731780,61078,364273
421929,61101,364272
681921,61108,364271
921491,61111,364270
921490,61112,364269
361095,61127,364268
361094,61128,364267
791382,61133,364266
791381,61134,364265
381804,61136,364264
761448,61172,364263
761447,61175,364262
281389,61200,364261
5281389,61200,364260
321799,61207,364259
321798,61208,364258
521611,61216,364257
161111,61218,364256
2161111,61218,364255
611107,61219,364254
161110,61219,364253
2161110,61219,364252
111067,61220,364251
6111067,61220,364250
111066,61221,364249
6111066,61221,364248
441758,61258,364247
441757,61259,364246
461383,61289,364245
461382,61290,364244
241640,61310,364243
4241640,61310,364242
591430,61332,364241
781584,61338,364240
781583,61339,364239
4301231,61347,364238
1231375,61350,364237
231375,61350,364236
1231375,61350,364235
751156,61354,364234
481676,61384,364233
481675,61385,364232
271238,61392,364231
5271238,61392,364230
622010,61416,364229
2201009,61418,364228
1051371,61427,364227
1051370,61428,364226
461801,61436,364225
431207,61446,364224
491335,61454,364223
491334,61456,364222
761712,61465,364221
761711,61466,364220
171156,61467,364219
6171156,61467,364218
711563,61468,364217
321408,61476,364216
561551,61490,364215
561550,61491,364214
421870,61505,364213
261031,61515,364212
2261031,61515,364211
1031019,61518,364210
3101917,61520,364209
3101916,61521,364208
191660,61523,364207
10191660,61523,364206
661439,61535,364205
661438,61536,364204
711528,61556,364203
711527,61557,364202
281747,61563,364201
5281747,61563,364200
281746,61564,364199
5281746,61564,364198
581047,61577,364197
891645,61598,364196
891644,61599,364195
771716,61609,364194
771715,61610,364193
171585,61611,364192
7171585,61611,364191
772022,61632,364190
772021,61633,364189
681284,61647,364188
681283,61648,364187
641229,61660,364186
651332,61671,364185
651331,61673,364184
331974,61674,364183
331973,61675,364182
591997,61680,364181
231813,61709,364180
181320,61712,364179
3181320,61712,364178
371642,61720,364177
861410,61729,364176
141034,61730,364175
6141034,61730,364174
141033,61731,364173
6141033,61731,364172
391600,61747,364171
161268,61763,364170
161267,61764,364169
971667,61782,364168
671766,61786,364167
661231,61790,364166
1231049,61793,364165
231049,61793,364164
1231049,61793,364163
1231048,61795,364162
231048,61795,364161
1231048,61795,364160
321656,61809,364159
321655,61810,364158
121803,61823,364157
2121803,61823,364156
121802,61824,364155
2121802,61824,364154
691253,61831,364153
691252,61832,364152
861015,61839,364151
861014,61840,364150
6101486,61841,364149
6101485,61842,364148
781528,61849,364147
781527,61850,364146
281068,61919,364145
6281068,61919,364144
281067,61920,364143
6281067,61920,364142
241870,61931,364141
2241870,61931,364140
671022,61950,364139
841646,61967,364138
841645,61968,364137
951122,61973,364136
511225,61974,364135
511224,61975,364134
451140,61993,364133
511402,61993,364132
511401,61994,364131
861946,62007,364130
231712,62032,364129
2231712,62032,364128
231711,62033,364127
2231711,62033,364126
171155,62034,364125
3171155,62034,364124
711552,62035,364123
351001,62063,364122
351000,62064,364121
381225,62075,364120
381224,62076,364119
571179,62093,364118
711797,62093,364117
361576,62101,364116
361575,62102,364115
561676,62106,364114
641693,62111,364113
641692,62112,364112
861138,62138,364111
611388,62138,364110
3221711,62145,364109
171107,62147,364108
2171107,62147,364107
711073,62149,364106
581622,62158,364105
581621,62159,364104
621884,62161,364103
431789,62169,364102
431788,62170,364101
981090,62182,364100
421699,62200,364099
9301335,62222,364098
9301334,62223,364097
881549,62232,364096
881548,62233,364095
771433,62277,364094
771432,62278,364093
231642,62287,364092
9231642,62287,364091
3301926,62304,364090
831383,62321,364089
361210,62332,364088
121025,62333,364087
6121025,62333,364086
581262,62344,364085
961643,62404,364084
7301398,62415,364083
981421,62419,364082
421143,62422,364081
211430,62424,364080
4211430,62424,364079
661648,62439,364078
831644,62483,364077
831643,62484,364076
681011,62492,364075
8101131,62494,364074
8101130,62496,364073
1011309,62496,364072
161419,62505,364071
7161419,62505,364070
141913,62507,364069
6141913,62507,364068
141912,62508,364067
6141912,62508,364066
191283,62509,364065
4191283,62509,364064
661361,62543,364063
361316,62546,364062
131597,62548,364061
6131597,62548,364060
131596,62549,364059
6131596,62549,364058
651559,62571,364057
921937,62576,364056
921936,62577,364055
771793,62587,364054
3301974,62593,364053
881484,62601,364052
881483,62602,364051
371103,62606,364050
711032,62607,364049
931929,62619,364048
931928,62620,364047
521403,62627,364046
521402,62628,364045
651843,62640,364044
371834,62658,364043
991594,62674,364042
991593,62675,364041
941747,62680,364040
941746,62681,364039
381333,62701,364038
871698,62725,364037
871697,62726,364036
721949,62737,364035
571192,62752,364034
571191,62753,364033
711918,62753,364032
711917,62754,364031
191772,62755,364030
1191772,62755,364029
1191772,62755,364028
771072,62766,364027
771071,62767,364026
1071899,62769,364025
451265,62785,364024
871195,62798,364023
871194,62799,364022
711949,62799,364021
711948,62800,364020
321076,62828,364019
321075,62829,364018
221632,62839,364017
671192,62855,364016
711921,62856,364015
711920,62858,364014
761173,62872,364013
611739,62872,364012
961632,62876,364011
621771,62884,364010
621770,62885,364009
841024,62905,364008
841023,62906,364007
781322,62911,364006
781321,62912,364005
321582,62914,364004
321581,62915,364003
581773,62917,364002
581772,62918,364001
541048,62938,364000
481003,62942,363999
751078,62952,363998
751077,62955,363997
991977,62965,363996
591426,62992,363995
421606,63013,363994
631228,63018,363993
631227,63019,363992
671565,63030,363991
671564,63031,363990
371590,63044,363989
441164,63063,363988
411644,63064,363987
411643,63065,363986
471619,63081,363985
161912,63083,363984
7161912,63083,363983
191211,63085,363982
6191211,63085,363981
191210,63086,363980
6191210,63086,363979
121090,63088,363978
9121090,63088,363977
191307,63099,363976
10191307,63099,363975
441141,63111,363974
411414,63112,363973
141432,63114,363972
1141432,63114,363971
1141432,63114,363970
241977,63119,363969
3241977,63119,363968
241976,63120,363967
3241976,63120,363966
481803,63146,363965
481802,63148,363964
761950,63195,363963
831538,63205,363962
771460,63215,363961
221206,63237,363960
8221206,63237,363959
221205,63238,363958
8221205,63238,363957
281511,63245,363956
7281511,63245,363955
281510,63246,363954
7281510,63246,363953
151073,63247,363952
8151073,63247,363951
8151072,63248,363950
291829,63253,363949
7291829,63253,363948
971212,63257,363947
971211,63258,363946
121192,63259,363945
7121192,63259,363944
121191,63260,363943
7121191,63260,363942
1211918,63260,363941
211918,63260,363940
1211918,63260,363939
1211917,63261,363938
211917,63261,363937
1211917,63261,363936
191788,63262,363935
1191788,63262,363934
1191788,63262,363933
191787,63263,363932
1191787,63263,363931
1191787,63263,363930
231692,63280,363929
7231692,63280,363928
231691,63281,363927
7231691,63281,363926
541852,63287,363925
291871,63303,363924
4291871,63303,363923
871282,63306,363922
871281,63307,363921
1281632,63309,363920
281632,63309,363919
1281632,63309,363918
541355,63322,363917
541354,63323,363916
991129,63343,363915
991128,63344,363914
591723,63352,363913
591722,63353,363912
261153,63357,363911
2261153,63357,363910
261152,63358,363909
2261152,63358,363908
611527,63358,363907
341362,63371,363906
561458,63379,363905
7301998,63405,363904
981846,63409,363903
491722,63443,363902
181517,63470,363901
151723,63472,363900
8151723,63472,363899
151722,63473,363898
8151722,63473,363897
821280,63501,363896
261008,63516,363895
3261008,63516,363894
261007,63517,363893
3261007,63517,363892
961762,63540,363891
621218,63544,363890
621217,63545,363889
121768,63546,363888
2121768,63546,363887
241710,63570,363886
6241710,63570,363885
171021,63571,363884
4171021,63571,363883
1021333,63574,363882
1021332,63575,363881
291554,63594,363880
291553,63595,363879
141165,63608,363878
411653,63609,363877
621179,63672,363876
6211793,63673,363875
4301705,63684,363874
4301704,63685,363873
571998,63700,363872
571997,63701,363871
971830,63715,363870
821744,63726,363869
441915,63730,363868
441914,63731,363867
191477,63732,363866
4191477,63732,363865
191476,63733,363864
4191476,63733,363863
7251683,63749,363862
541122,63757,363861
541121,63758,363860
411217,63758,363859
121704,63760,363858
1121704,63760,363857
1121704,63760,363856
121703,63761,363855
1121703,63761,363854
1121703,63761,363853
631379,63767,363852
941142,63772,363851
411422,63773,363850
871684,63815,363849
871683,63816,363848
221900,63834,363847
5221900,63834,363846
681242,63866,363845
681241,63868,363844
1241993,63869,363843
241993,63869,363842
1241993,63869,363841
221547,63891,363840
7221547,63891,363839
471014,63895,363838
7101430,63898,363837
871213,63921,363836
871212,63922,363835
7121289,63923,363834
861825,63947,363833
531163,63973,363832
311633,63974,363831
5311633,63974,363830
311632,63975,363829
5311632,63975,363828
121015,63998,363827
2101519,64000,363826
12101519,64000,363825
151942,64002,363824
10151942,64002,363823
961652,64010,363822
422004,64019,363821
422003,64020,363820
371123,64024,363819
711230,64026,363818
871102,64085,363817
711017,64086,363816
1101706,64088,363815
221866,64094,363814
6221866,64094,363813
221865,64095,363812
6221865,64095,363811
781211,64106,363810
781210,64107,363809
121094,64108,363808
8121094,64108,363807
121093,64109,363806
8121093,64109,363805
351798,64113,363804
351797,64114,363803
251125,64139,363802
7251125,64139,363801
511254,64140,363800
481091,64156,363799
1091487,64159,363798
411789,64185,363797
581282,64193,363796
581281,64194,363795
1281882,64196,363794
281882,64196,363793
1281882,64196,363792
821599,64201,363791
791811,64215,363790
181144,64217,363789
9181144,64217,363788
811441,64218,363787
321757,64233,363786
361581,64245,363785
371496,64288,363784
961774,64292,363783
431212,64297,363782
431211,64298,363781
121194,64299,363780
3121194,64299,363779
1211940,64301,363778
211940,64301,363777
1211940,64301,363776
731252,64314,363775
1251653,64317,363774
251653,64317,363773
1251653,64317,363772
1251652,64318,363771
251652,64318,363770
1251652,64318,363769
591016,64332,363768
591015,64333,363767
9101557,64334,363766
381538,64341,363765
772002,64346,363764
772001,64348,363763
362007,64360,363762
341541,64375,363761
621061,64388,363760
621060,64391,363759
761324,64396,363758
981339,64421,363757
981338,64422,363756
871747,64426,363755
871746,64427,363754
271953,64445,363753
271952,64447,363752
271425,64457,363751
3271425,64457,363750
371156,64463,363749
371155,64464,363748
711558,64464,363747
711557,64465,363746
551534,64493,363745
551533,64494,363744
531929,64531,363743
731077,64544,363742
731076,64545,363741
921354,64551,363740
921353,64552,363739
321081,64562,363738
321080,64563,363737
981934,64570,363736
981933,64571,363735
391687,64575,363734
391686,64576,363733
281170,64590,363732
8281170,64590,363731
811705,64590,363730
811704,64591,363729
471797,64633,363728
881418,64644,363727
141825,64646,363726
8141825,64646,363725
251958,64650,363724
8251958,64650,363723
241748,64664,363722
6241748,64664,363721
241747,64665,363720
6241747,64665,363719
761014,64669,363718
761013,64670,363717
6101383,64671,363716
6101382,64672,363715
551353,64683,363714
551352,64684,363713
931189,64690,363712
311885,64691,363711
641883,64704,363710
741693,64726,363709
931323,64730,363708
931322,64731,363707
471988,64738,363706
471987,64739,363705
961865,64785,363704
941186,64797,363703
941185,64799,363702
411859,64799,363701
931036,64804,363700
931035,64805,363699
561684,64809,363698
921949,64819,363697
921948,64820,363696
881361,64841,363695
881360,64842,363694
851233,64857,363693
851232,64858,363692
641402,64886,363691
851948,64919,363690
841777,64924,363689
841776,64925,363688
631054,64960,363687
631053,64961,363686
831222,64971,363685
831221,64972,363684
1221804,64974,363683
221804,64974,363682
1221804,64974,363681
1221803,64975,363680
221803,64975,363679
1221803,64975,363678
391279,64980,363677
461001,64989,363676
951191,65007,363675
511912,65008,363674
511911,65009,363673
191178,65010,363672
1191178,65010,363671
1191178,65010,363670
911784,65011,363669
911783,65012,363668
741095,65044,363667
741094,65045,363666
291233,65056,363665
7291233,65056,363664
291232,65057,363663
7291232,65057,363662
821430,65063,363661
351995,65077,363660
331191,65094,363659
311914,65095,363658
3311914,65095,363657
191445,65097,363656
1191445,65097,363655
1191445,65097,363654
191444,65098,363653
1191444,65098,363652
1191444,65098,363651
7301119,65124,363650
7301118,65125,363649
111858,65126,363648
531925,65147,363647
531059,65152,363646
531058,65153,363645
881150,65158,363644
811503,65158,363643
811502,65159,363642
571494,65171,363641
571493,65172,363640
931870,65187,363639
661131,65203,363638
661130,65204,363637
611305,65204,363636
781503,65242,363635
3301028,65248,363634
571095,65279,363633
571094,65280,363632
351926,65288,363631
351925,65289,363630
781789,65308,363629
891046,65312,363628
891045,65313,363627
6301595,65323,363626
761876,65333,363625
761875,65334,363624
341979,65348,363623
341978,65350,363622
931126,65360,363621
931125,65362,363620
311259,65362,363619
831027,65374,363618
831026,65375,363617
671933,65379,363616
921511,65389,363615
151097,65391,363614
2151097,65391,363613
921510,65391,363612
151096,65392,363611
2151096,65392,363610
891562,65397,363609
591198,65409,363608
911983,65410,363607
911982,65411,363606
351955,65436,363605
721666,65444,363604
721665,65445,363603
921386,65460,363602
921385,65461,363601
771052,65475,363600
771051,65476,363599
1051780,65479,363598
841984,65495,363597
841404,65499,363596
841403,65500,363595
321443,65515,363594
321442,65516,363593
221090,65528,363592
721073,65537,363591
741349,65545,363590
551419,65551,363589
141907,65553,363588
5141907,65553,363587
331828,65563,363586
261773,65571,363585
6261773,65571,363584
261772,65572,363583
6261772,65572,363582
471337,65595,363581
471336,65596,363580
281669,65608,363579
5281669,65608,363578
591329,65618,363577
591328,65619,363576
861382,65624,363575
861381,65625,363574
381766,65627,363573
871030,65659,363572
241222,65674,363571
7241222,65674,363570
241221,65675,363569
7241221,65675,363568
1221909,65677,363567
221909,65677,363566
1221909,65677,363565
871756,65687,363564
871755,65688,363563
991202,65707,363562
991201,65708,363561
912017,65708,363560
912016,65709,363559
1201666,65710,363558
1201665,65712,363557
841256,65747,363556
841255,65749,363555
881727,65756,363554
472019,65778,363553
7201918,65780,363552
191830,65783,363551
871763,65791,363550
871762,65792,363549
751572,65800,363548
361917,65828,363547
191776,65829,363546
6191776,65829,363545
641615,65834,363544
641614,65835,363543
161462,65836,363542
4161462,65836,363541
161461,65837,363540
4161461,65837,363539
461879,65840,363538
561396,65845,363537
561395,65846,363536
241002,65898,363535
6241002,65898,363534
821757,65931,363533
821756,65932,363532
441652,65939,363531
441651,65940,363530
651541,65942,363529
651540,65943,363528
621274,65963,363527
421108,65968,363526
211075,65969,363525
4211075,65969,363524
421107,65969,363523
421887,65979,363522
871613,65983,363521
871612,65984,363520
161276,65985,363519
7161276,65985,363518
761779,65989,363517
761778,65990,363516
891846,66015,363515
891845,66018,363514
791559,66034,363513
791558,66035,363512
361296,66050,363511
361295,66051,363510
621183,66073,363509
211838,66073,363508
6211838,66073,363507
211837,66074,363506
6211837,66074,363505
971408,66092,363504
941456,66102,363503
941455,66103,363502
331008,66129,363501
831759,66135,363500
951066,66139,363499
951065,66140,363498
191213,66147,363497
191212,66148,363496
9121294,66150,363495
581142,66205,363494
811421,66206,363493
811420,66207,363492
921527,66220,363491
441590,66240,363490
891009,66245,363489
891131,66271,363488
911312,66272,363487
911311,66273,363486
131184,66274,363485
1131184,66274,363484
1131184,66274,363483
1311842,66275,363482
311842,66275,363481
842016,66278,363480
4201629,66280,363479
291631,66284,363478
6291631,66284,363477
631077,66287,363476
821687,66312,363475
821686,66313,363474
721969,66319,363473
721968,66320,363472
371018,66352,363471
7101837,66354,363470
7101836,66355,363469
651097,66359,363468
651096,66361,363467
951782,66365,363466
531074,66395,363465
741859,66399,363464
591771,66403,363463
591770,66404,363462
751561,66432,363461
561011,66435,363460
6101107,66437,363459
1011073,66438,363458
1011072,66439,363457
261779,66443,363456
7261779,66443,363455
221619,66469,363454
9221619,66469,363453
2161971,66470,363452
971194,66473,363451
711943,66474,363450
711942,66475,363449
591204,66480,363448
641746,66491,363447
651739,66512,363446
261494,66542,363445
4261494,66542,363444
671151,66555,363443
671150,66556,363442
711507,66556,363441
711506,66557,363440
671754,66561,363439
221770,66568,363438
