date,decimal,to go
761584,16941,370827
471232,16947,370826
471231,16948,370825
1231835,16950,370824
231835,16950,370823
1231835,16950,370822
1231834,16951,370821
231834,16951,370820
1231834,16951,370819
571373,16977,370818
571372,16978,370817
821301,16993,370816
1301248,16996,370815
1301247,16997,370814
351889,17039,370813
991527,17043,370812
991526,17044,370811
891085,17052,370810
891084,17053,370809
571127,17060,370808
571126,17061,370807
161102,17088,370806
611015,17089,370805
161101,17089,370804
1101532,17091,370803
351605,17097,370802
421185,17110,370801
421184,17111,370800
211845,17111,370799
4211845,17111,370798
211844,17112,370797
4211844,17112,370796
992007,17126,370795
661398,17164,370794
661397,17165,370793
731298,17192,370792
981553,17196,370791
531495,17200,370790
951681,17204,370789
681467,17207,370788
671769,17212,370787
421004,17224,370786
421003,17225,370785
361836,17229,370784
361835,17230,370783
591388,17235,370782
591387,17236,370781
781769,17243,370780
581045,17253,370779
581044,17254,370778
861694,17280,370777
861693,17281,370776
361613,17303,370775
161338,17305,370774
6161338,17305,370773
841339,17310,370772
841338,17311,370771
421198,17320,370770
421197,17321,370769
211979,17321,370768
4211979,17321,370767
211978,17322,370766
4211978,17322,370765
691968,17339,370764
691967,17340,370763
721254,17368,370762
721253,17369,370761
621582,17381,370760
231013,17386,370759
8231013,17386,370758
3101331,17388,370757
331039,17391,370756
331038,17392,370755
721157,17403,370754
211573,17404,370753
7211573,17404,370752
211572,17405,370751
7211572,17405,370750
951818,17413,370749
181796,17415,370748
5181796,17415,370747
951817,17415,370746
181795,17416,370745
5181795,17416,370744
421979,17433,370743
231676,17450,370742
6231676,17450,370741
941489,17469,370740
1301864,17480,370739
1301863,17481,370738
861194,17486,370737
611944,17487,370736
611943,17488,370735
391963,17492,370734
391962,17493,370733
861599,17561,370732
861598,17564,370731
991402,17568,370730
991401,17569,370729
831887,17584,370728
651168,17613,370727
511680,17615,370726
651757,17628,370725
651756,17629,370724
951791,17642,370723
791442,17645,370722
651717,17658,370721
651716,17659,370720
171668,17660,370719
5171668,17660,370718
171667,17661,370717
5171667,17661,370716
851542,17678,370715
381746,17688,370714
391703,17701,370713
551179,17720,370712
551178,17721,370711
511786,17721,370710
511785,17722,370709
531840,17760,370708
351348,17777,370707
531201,17786,370706
312013,17787,370705
5312013,17787,370704
1201326,17789,370703
271938,17808,370702
8271938,17808,370701
271937,17809,370700
8271937,17809,370699
831266,17814,370698
831265,17815,370697
961746,17821,370696
961745,17824,370695
361223,17885,370694
361222,17886,370693
881881,17919,370692
881880,17920,370691
561217,17928,370690
561216,17929,370689
121689,17931,370688
6121689,17931,370687
161139,17941,370686
4161139,17941,370685
611390,17943,370684
162022,17956,370683
221537,17960,370682
221536,17961,370681
941093,17968,370680
941092,17969,370679
871484,17982,370678
871483,17983,370677
991121,17996,370676
991120,17998,370675
911209,17998,370674
991646,18002,370673
441192,18010,370672
441191,18011,370671
191857,18013,370670
1191857,18013,370669
1191857,18013,370668
191856,18014,370667
1191856,18014,370666
1191856,18014,370665
3301278,18051,370664
3301277,18052,370663
781587,18056,370662
781586,18057,370661
461018,18076,370660
461017,18077,370659
6101757,18078,370658
6101756,18079,370657
671454,18090,370656
671453,18091,370655
431581,18097,370654
581480,18101,370653
871709,18145,370652
621167,18160,370651
211672,18161,370650
6211672,18161,370649
211671,18162,370648
6211671,18162,370647
671547,18164,370646
671546,18165,370645
631809,18193,370644
991756,18197,370643
921237,18246,370642
921236,18247,370641
661689,18251,370640
931653,18271,370639
531149,18275,370638
311494,18276,370637
5311494,18276,370636
351409,18295,370635
361833,18302,370634
321614,18307,370633
161428,18309,370632
2161428,18309,370631
991898,18324,370630
651964,18366,370629
651963,18367,370628
821841,18377,370627
821840,18380,370626
841249,18385,370625
841248,18387,370624
771467,18400,370623
281071,18428,370622
7281071,18428,370621
281070,18429,370620
7281070,18429,370619
581640,18439,370618
381485,18445,370617
841143,18454,370616
411432,18455,370615
411431,18456,370614
431886,18458,370613
431885,18460,370612
321297,18478,370611
321296,18479,370610
271589,18485,370609
8271589,18485,370608
271588,18486,370607
8271588,18486,370606
631408,18517,370605
631407,18518,370604
841657,18556,370603
841656,18557,370602
572022,18584,370601
271058,18609,370600
8271058,18609,370599
271057,18610,370598
8271057,18610,370597
431975,18616,370596
541795,18623,370595
851579,18663,370594
561602,18689,370593
561601,18690,370592
691089,18696,370591
981853,18735,370590
981852,18736,370589
461351,18771,370588
351342,18774,370587
351341,18775,370586
341526,18777,370585
341525,18778,370584
881916,18791,370583
191634,18793,370582
8191634,18793,370581
341359,18798,370580
671965,18805,370579
671964,18807,370578
321873,18816,370577
321872,18817,370576
271603,18821,370575
7271603,18821,370574
271602,18822,370573
7271602,18822,370572
661273,18849,370571
661272,18850,370570
521754,18872,370569
521753,18873,370568
621851,18878,370567
621850,18879,370566
851462,18891,370565
851461,18892,370564
461884,18894,370563
271922,18901,370562
3271922,18901,370561
381016,18910,370560
381015,18911,370559
8101587,18912,370558
891375,18941,370557
981716,18972,370556
981715,18973,370555
171578,18974,370554
8171578,18974,370553
421582,18985,370552
621635,19014,370551
621634,19015,370550
472005,19031,370549
472004,19032,370548
231120,19041,370547
5231120,19041,370546
311202,19041,370545
311201,19042,370544
112015,19042,370543
3112015,19042,370542
1201504,19044,370541
11201504,19044,370540
321779,19065,370539
861480,19080,370538
221475,19085,370537
781058,19095,370536
581970,19100,370535
971749,19112,370534
781696,19131,370533
781695,19132,370532
961424,19139,370531
961423,19140,370530
531873,19174,370529
371837,19196,370528
971449,19212,370527
681799,19226,370526
921389,19231,370525
741985,19244,370524
321073,19262,370523
321072,19263,370522
991936,19282,370521
361965,19286,370520
421676,19299,370519
571507,19321,370518
431574,19327,370517
441592,19355,370516
441591,19356,370515
591846,19358,370514
591845,19359,370513
821563,19364,370512
821562,19365,370511
251819,19369,370510
6251819,19369,370509
5181922,19371,370508
5181921,19372,370507
921552,19374,370506
921035,19397,370505
921034,19398,370504
451463,19402,370503
451462,19403,370502
961033,19419,370501
941453,19428,370500
921286,19446,370499
921285,19451,370498
961228,19459,370497
281615,19463,370496
2281615,19463,370495
12281615,19463,370494
161522,19465,370493
8161522,19465,370492
161521,19466,370491
8161521,19466,370490
521931,19468,370489
931489,19471,370488
931488,19472,370487
281083,19487,370486
2281083,19487,370485
941654,19504,370484
261697,19510,370483
4261697,19510,370482
261696,19511,370481
4261696,19511,370480
931805,19554,370479
521873,19559,370478
521872,19560,370477
461087,19567,370476
461086,19568,370475
891615,19579,370474
891614,19580,370473
161459,19581,370472
9161459,19581,370471
161458,19582,370470
9161458,19582,370469
781729,19606,370468
9301068,19616,370467
9301067,19617,370466
111304,19633,370465
271349,19659,370464
6271349,19659,370463
531815,19670,370462
181547,19672,370461
3181547,19672,370460
181546,19674,370459
3181546,19674,370458
251941,19696,370457
7251941,19696,370456
941399,19699,370455
291465,19705,370454
9291465,19705,370453
681479,19736,370452
161249,19768,370451
361510,19806,370450
151010,19808,370449
6151010,19808,370448
5101024,19809,370447
661024,19847,370446
661023,19848,370445
371224,19852,370444
371223,19853,370443
891129,19861,370442
911293,19862,370441
911292,19863,370440
961760,19874,370439
721268,19892,370438
691103,19903,370437
911028,19904,370436
691102,19904,370435
911027,19905,370434
261025,19913,370433
2261025,19913,370432
441492,19919,370431
221576,19924,370430
9221576,19924,370429
771736,19940,370428
771735,19941,370427
571203,19945,370426
571202,19946,370425
271802,19950,370424
681062,19959,370423
371669,19974,370422
941807,19984,370421
781405,19993,370420
781404,19994,370419
551782,20002,370418
991048,20017,370417
991047,20018,370416
941413,20025,370415
141322,20027,370414
4141322,20027,370413
141321,20028,370412
4141321,20028,370411
321543,20030,370410
571696,20052,370409
531214,20093,370408
121407,20095,370407
3121407,20095,370406
121406,20096,370405
3121406,20096,370404
1271136,20111,370403
271136,20111,370402
1271136,20111,370401
1271135,20112,370400
271135,20112,370399
1271135,20112,370398
711359,20112,370397
592004,20116,370396
851363,20127,370395
851362,20128,370394
961606,20136,370393
361814,20148,370392
361813,20149,370391
181367,20150,370390
6181367,20150,370389
441176,20169,370388
411764,20170,370387
411763,20173,370386
461938,20182,370385
491598,20195,370384
431701,20243,370383
941434,20267,370382
981505,20281,370381
471789,20289,370380
451836,20297,370379
451835,20298,370378
551541,20304,370377
541252,20307,370376
541911,20336,370375
191129,20338,370374
4191129,20338,370373
191128,20339,370372
4191128,20339,370371
911289,20339,370370
911288,20340,370369
371766,20348,370368
971868,20387,370367
771739,20395,370366
192008,20405,370365
6192008,20405,370364
192007,20406,370363
6192007,20406,370362
221262,20415,370361
5221262,20415,370360
751869,20423,370359
951510,20433,370358
151019,20435,370357
5151019,20435,370356
5101986,20436,370355
471719,20450,370354
171939,20453,370353
7171939,20453,370352
521742,20470,370351
141137,20499,370350
2141137,20499,370349
411372,20500,370348
411371,20502,370347
371992,20503,370346
551789,20542,370345
551788,20543,370344
661360,20553,370343
861169,20569,370342
861168,20570,370341
611687,20570,370340
231055,20578,370339
5231055,20578,370338
531492,20583,370337
531491,20584,370336
491625,20586,370335
251728,20590,370334
6251728,20590,370333
481729,20611,370332
981634,20623,370331
981633,20624,370330
651276,20663,370329
651275,20664,370328
661497,20673,370327
691865,20695,370326
691864,20696,370325
541679,20705,370324
791546,20709,370323
791545,20711,370322
371390,20735,370321
381822,20764,370320
381821,20765,370319
821554,20767,370318
821553,20768,370317
4301068,20788,370316
4301067,20789,370315
841889,20810,370314
841888,20811,370313
951439,20839,370312
131858,20850,370311
1131858,20850,370310
1131858,20850,370309
971498,20871,370308
971497,20872,370307
841459,20880,370306
841458,20881,370305
781339,20891,370304
391563,20895,370303
391562,20896,370302
731146,20917,370301
731145,20918,370300
311455,20918,370299
7311455,20918,370298
941398,20940,370297
831634,20945,370296
791328,20980,370295
791327,20981,370294
491944,20996,370293
491943,20997,370292
891284,21003,370291
381218,21019,370290
381217,21020,370289
121791,21021,370288
8121791,21021,370287
791319,21024,370286
131915,21026,370285
9131915,21026,370284
131914,21027,370283
9131914,21027,370282
191451,21028,370281
3191451,21028,370280
451350,21032,370279
631177,21043,370278
311774,21044,370277
971512,21053,370276
151228,21055,370275
7151228,21055,370274
481029,21107,370273
481028,21108,370272
781158,21126,370271
781157,21127,370270
811577,21127,370269
381719,21133,370268
171917,21135,370267
8171917,21135,370266
191742,21137,370265
7191742,21137,370264
191741,21138,370263
7191741,21138,370262
741776,21140,370261
431825,21192,370260
251976,21196,370259
8251976,21196,370258
251975,21197,370257
8251975,21197,370256
791679,21202,370255
571259,21226,370254
571258,21227,370253
931623,21245,370252
931622,21247,370251
552017,21253,370250
552016,21254,370249
5201688,21255,370248
5201687,21257,370247
771812,21290,370246
771811,21291,370245
181156,21292,370244
7181156,21292,370243
181155,21293,370242
7181155,21293,370241
811555,21293,370240
581654,21330,370239
581653,21332,370238
951960,21343,370237
731681,21365,370236
731680,21366,370235
641565,21372,370234
641564,21373,370233
881616,21388,370232
161649,21390,370231
8161649,21390,370230
831154,21400,370229
311543,21401,370228
8311543,21401,370227
931578,21425,370226
931577,21426,370225
661265,21443,370224
661264,21444,370223
561525,21475,370222
561524,21476,370221
471459,21480,370220
591897,21484,370219
591896,21485,370218
241052,21504,370217
6241052,21504,370216
241051,21506,370215
6241051,21506,370214
1051955,21507,370213
551052,21511,370212
951288,21526,370211
881816,21530,370210
181641,21532,370209
8181641,21532,370208
181640,21533,370207
8181640,21533,370206
591428,21542,370205
591427,21543,370204
791482,21547,370203
791481,21548,370202
481654,21550,370201
892004,21560,370200
4281609,21566,370199
761553,21616,370198
761552,21617,370197
271139,21621,370196
5271139,21621,370195
711392,21622,370194
552019,21633,370193
5201899,21635,370192
552018,21635,370191
5201898,21636,370190
762011,21642,370189
6201142,21644,370188
6201141,21645,370187
141680,21648,370186
1141680,21648,370185
1141680,21648,370184
471604,21668,370183
471603,21669,370182
291704,21677,370181
4291704,21677,370180
291703,21678,370179
4291703,21678,370178
961313,21695,370177
961312,21696,370176
131280,21698,370175
6131280,21698,370174
971729,21709,370173
971728,21711,370172
691848,21758,370171
1021945,21770,370170
1021944,21771,370169
471971,21775,370168
971387,21778,370167
971386,21779,370166
841625,21789,370165
841624,21790,370164
451124,21794,370163
451123,21796,370162
511239,21796,370161
6201132,21804,370160
6201131,21805,370159
131845,21807,370158
1131845,21807,370157
1131845,21807,370156
541245,21812,370155
541244,21813,370154
171557,21834,370153
7171557,21834,370152
171556,21835,370151
7171556,21835,370150
831541,21840,370149
831540,21841,370148
121087,21856,370147
4121087,21856,370146
341947,21875,370145
721749,21891,370144
781205,21908,370143
791932,21924,370142
791931,21925,370141
931509,21927,370140
931508,21928,370139
561228,21957,370138
561227,21958,370137
751334,21976,370136
751333,21977,370135
872015,21990,370134
872014,21991,370133
7201465,21992,370132
7201464,21993,370131
761240,22036,370130
641371,22051,370129
641370,22052,370128
251400,22060,370127
6251400,22060,370126
971332,22068,370125
971331,22069,370124
331662,22071,370123
371544,22081,370122
371543,22082,370121
731868,22096,370120
731867,22097,370119
871488,22104,370118
871487,22105,370117
941061,22126,370116
941060,22127,370115
431585,22137,370114
431584,22138,370113
491443,22159,370112
661476,22203,370111
341401,22213,370110
931601,22226,370109
931600,22227,370108
781036,22238,370107
781035,22239,370106
861166,22245,370105
611660,22247,370104
961194,22255,370103
961193,22256,370102
611936,22256,370101
821349,22266,370100
111649,22277,370099
531615,22290,370098
531614,22291,370097
3161452,22292,370096
161451,22293,370095
3161451,22293,370094
451685,22295,370093
451684,22296,370092
871090,22309,370091
841263,22321,370090
771673,22335,370089
771672,22336,370088
341540,22367,370087
311442,22372,370086
311441,22373,370085
441529,22375,370084
941880,22381,370083
761771,22394,370082
761770,22395,370081
651527,22440,370080
981189,22451,370079
811896,22451,370078
641304,22456,370077
331166,22462,370076
311663,22463,370075
3311663,22463,370074
311662,22464,370073
3311662,22464,370072
471234,22471,370071
471233,22472,370070
881741,22477,370069
881740,22478,370068
731744,22486,370067
731743,22488,370066
941051,22537,370065
1051053,22540,370064
391797,22559,370063
391796,22560,370062
841915,22599,370061
841914,22600,370060
191473,22601,370059
4191473,22601,370058
731989,22605,370057
731988,22606,370056
271353,22612,370055
6271353,22612,370054
271352,22613,370053
6271352,22613,370052
251816,22623,370051
6251816,22623,370050
181604,22625,370049
5181604,22625,370048
421146,22664,370047
211464,22665,370046
4211464,22665,370045
211463,22666,370044
4211463,22666,370043
341704,22692,370042
441573,22697,370041
481833,22706,370040
3301641,22712,370039
3301640,22713,370038
491416,22736,370037
141633,22738,370036
9141633,22738,370035
141632,22739,370034
9141632,22739,370033
641497,22747,370032
881594,22777,370031
881593,22778,370030
781519,22789,370029
151959,22790,370028
8151959,22790,370027
151958,22791,370026
8151958,22791,370025
951209,22803,370024
951208,22804,370023
351036,22810,370022
351035,22811,370021
261374,22817,370020
7261374,22817,370019
261373,22818,370018
7261373,22818,370017
471410,22834,370016
141048,22835,370015
7141048,22835,370014
641675,22860,370013
641674,22861,370012
521674,22866,370011
521673,22867,370010
371905,22871,370009
371904,22872,370008
831097,22877,370007
831096,22878,370006
671134,22884,370005
711344,22885,370004
481926,22894,370003
681111,22901,370002
811107,22902,370001
681110,22902,370000
111074,22903,369999
8111074,22903,369998
111073,22905,369997
8111073,22905,369996
731852,22936,369995
521196,22940,369994
521195,22941,369993
211955,22941,369992
5211955,22941,369991
831845,22981,369990
831844,22982,369989
291249,22991,369988
7291249,22991,369987
291248,22992,369986
7291248,22992,369985
161797,23004,369984
3161797,23004,369983
161796,23006,369982
3161796,23006,369981
941139,23012,369980
411397,23012,369979
541703,23031,369978
321267,23059,369977
321266,23060,369976
661792,23064,369975
661791,23065,369974
791922,23067,369973
991161,23096,369972
991160,23097,369971
911608,23097,369970
491132,23119,369969
911321,23120,369968
911320,23121,369967
591898,23127,369966
961328,23133,369965
961327,23134,369964
131976,23140,369963
9131976,23140,369962
131975,23141,369961
9131975,23141,369960
941404,23208,369959
411147,23213,369958
411146,23214,369957
111465,23214,369956
4111465,23214,369955
351591,23232,369954
591332,23235,369953
332011,23238,369952
332010,23239,369951
3201077,23240,369950
441118,23248,369949
411184,23249,369948
111841,23250,369947
4111841,23250,369946
111840,23251,369945
4111840,23251,369944
741077,23256,369943
741076,23257,369942
981066,23264,369941
7241048,23273,369940
651611,23297,369939
651610,23298,369938
161088,23299,369937
5161088,23299,369936
631257,23306,369935
631256,23307,369934
241804,23335,369933
6241804,23335,369932
241803,23336,369931
6241803,23336,369930
331597,23346,369929
541034,23362,369928
541033,23363,369927
1091677,23371,369926
1091676,23372,369925
621021,23385,369924
1021370,23389,369923
731849,23416,369922
731848,23417,369921
331817,23427,369920
331816,23428,369919
181672,23429,369918
3181672,23429,369917
721373,23436,369916
721372,23437,369915
481561,23459,369914
481560,23460,369913
281284,23469,369912
7281284,23469,369911
242002,23488,369910
6242002,23488,369909
242001,23489,369908
6242001,23489,369907
741459,23503,369906
741458,23504,369905
881661,23508,369904
881660,23509,369903
521666,23514,369902
391213,23534,369901
391212,23536,369900
121296,23536,369899
9121296,23536,369898
121295,23537,369897
9121295,23537,369896
231574,23585,369895
6231574,23585,369894
691711,23592,369893
171132,23594,369892
9171132,23594,369891
171131,23595,369890
9171131,23595,369889
711318,23595,369888
711317,23596,369887
131761,23597,369886
1131761,23597,369885
1131761,23597,369884
761348,23600,369883
761347,23601,369882
271942,23610,369881
8271942,23610,369880
271941,23611,369879
8271941,23611,369878
941686,23613,369877
721037,23624,369876
721036,23625,369875
851322,23630,369874
851321,23631,369873
321566,23633,369872
231039,23650,369871
5231039,23650,369870
961113,23664,369869
961112,23665,369868
611126,23665,369867
611125,23668,369866
111259,23668,369865
6111259,23668,369864
281839,23675,369863
861352,23696,369862
861351,23697,369861
351915,23699,369860
351914,23700,369859
191459,23701,369858
5191459,23701,369857
591819,23706,369856
181951,23707,369855
9181951,23707,369854
951029,23711,369853
571049,23724,369852
871719,23736,369851
871718,23738,369850
171897,23738,369849
7171897,23738,369848
971800,23743,369847
961698,23750,369846
791392,23761,369845
791391,23763,369844
391961,23764,369843
961379,23767,369842
791417,23771,369841
141716,23773,369840
9141716,23773,369839
171627,23775,369838
4171627,23775,369837
921434,23791,369836
591099,23808,369835
252019,23829,369834
4252019,23829,369833
5201916,23831,369832
5201915,23832,369831
191559,23833,369830
1011049,23847,369829
941743,23869,369828
221983,23891,369827
3221983,23891,369826
221982,23893,369825
3221982,23893,369824
751191,23903,369823
511914,23904,369822
191441,23906,369821
1191441,23906,369820
1191441,23906,369819
191440,23907,369818
1191440,23907,369817
1191440,23907,369816
741554,23956,369815
161951,23965,369814
161950,23966,369813
541809,23976,369812
982021,23987,369811
982020,23988,369810
941402,23997,369809
821331,24013,369808
821330,24014,369807
621198,24026,369806
621197,24027,369805
6211978,24027,369804
211977,24028,369803
6211977,24028,369802
591881,24039,369801
881412,24042,369800
881411,24043,369799
141192,24044,369798
8141192,24044,369797
141191,24045,369796
8141191,24045,369795
411916,24045,369794
411915,24046,369793
191578,24047,369792
1191578,24047,369791
1191578,24047,369790
191577,24048,369789
1191577,24048,369788
1191577,24048,369787
461562,24062,369786
461561,24063,369785
561857,24065,369784
571037,24069,369783
721725,24074,369782
721724,24075,369781
471009,24080,369780
521424,24085,369779
521423,24086,369778
641026,24099,369777
551912,24123,369776
191222,24125,369775
5191222,24125,369774
191221,24126,369773
5191221,24126,369772
1221952,24128,369771
221952,24128,369770
1221952,24128,369769
1221951,24129,369768
221951,24129,369767
1221951,24129,369766
951903,24131,369765
351338,24147,369764
951272,24168,369763
871954,24180,369762
761073,24189,369761
731455,24218,369760
991418,24232,369759
141843,24234,369758
9141843,24234,369757
141842,24235,369756
9141842,24235,369755
681458,24254,369754
391767,24271,369753
481900,24290,369752
241308,24295,369751
841521,24309,369750
521489,24313,369749
991276,24317,369748
761065,24321,369747
651374,24325,369746
741539,24329,369745
721139,24340,369744
211390,24342,369743
7211390,24342,369742
491877,24352,369741
491876,24353,369740
441370,24362,369739
461653,24383,369738
461652,24384,369737
611098,24409,369736
361109,24409,369735
451484,24415,369734
841824,24419,369733
841823,24420,369732
961253,24435,369731
961252,24436,369730
881099,24446,369729
221613,24457,369728
7221613,24457,369727
221612,24458,369726
7221612,24458,369725
161285,24459,369724
2161285,24459,369723
551608,24475,369722
551607,24476,369721
371675,24482,369720
961730,24493,369719
7301681,24496,369718
7301680,24498,369717
961380,24503,369716
381191,24508,369715
811914,24509,369714
191436,24511,369713
1191436,24511,369712
1191436,24511,369711
361144,24515,369710
361143,24517,369709
611439,24517,369708
921064,24522,369707
921063,24523,369706
321409,24535,369705
851025,24554,369704
251683,24558,369703
10251683,24558,369702
251682,24559,369701
10251682,24559,369700
661382,24573,369699
661381,24574,369698
381517,24576,369697
151746,24578,369696
8151746,24578,369695
151745,24579,369694
8151745,24579,369693
571256,24583,369692
571255,24585,369691
831469,24604,369690
361338,24613,369689
471290,24638,369688
621405,24651,369687
621404,24652,369686
931820,24658,369685
182015,24659,369684
3182015,24659,369683
182014,24660,369682
3182014,24660,369681
8201466,24661,369680
8201465,24662,369679
431059,24700,369678
591805,24704,369677
591804,24705,369676
591137,24719,369675
591136,24720,369674
911366,24720,369673
741273,24740,369672
741272,24741,369671
831913,24757,369670
831912,24758,369669
191274,24759,369668
3191274,24759,369667
741574,24763,369666
741573,24764,369665
831385,24777,369664
831384,24778,369663
241509,24786,369662
4241509,24786,369661
491339,24795,369660
391809,24800,369659
251164,24809,369658
251163,24811,369657
511639,24811,369656
991937,24815,369655
261319,24851,369654
3261319,24851,369653
261318,24852,369652
3261318,24852,369651
131886,24853,369650
6131886,24853,369649
131885,24854,369648
6131885,24854,369647
891581,24860,369646
891580,24861,369645
571948,24872,369644
861289,24888,369643
861288,24889,369642
821718,24934,369641
821717,24935,369640
171749,24936,369639
2171749,24936,369638
941582,24941,369637
331749,24947,369636
5301362,24960,369635
5301361,24961,369634
361787,24963,369633
361786,24964,369632
421668,24978,369631
421667,24979,369630
781377,24984,369629
951007,24992,369628
951006,24993,369627
841831,25016,369626
841830,25017,369625
291513,25057,369624
8291513,25057,369623
151324,25059,369622
9151324,25059,369621
151323,25060,369620
9151323,25060,369619
781596,25080,369618
781595,25081,369617
691802,25089,369616
441912,25106,369615
191240,25109,369614
4191240,25109,369613
341202,25114,369612
412022,25115,369611
231637,25120,369610
2231637,25120,369609
231636,25121,369608
2231636,25121,369607
941542,25139,369606
941541,25140,369605
541779,25142,369604
541778,25143,369603
381319,25155,369602
131905,25157,369601
8131905,25157,369600
631293,25180,369599
831115,25209,369598
831114,25210,369597
311145,25210,369596
8311145,25210,369595
111451,25211,369594
3111451,25211,369593
111450,25212,369592
3111450,25212,369591
352019,25225,369590
5201994,25226,369589
971172,25235,369588
971171,25236,369587
711716,25236,369586
171642,25238,369585
1171642,25238,369584
1171642,25238,369583
361458,25296,369582
361457,25297,369581
341759,25305,369580
581054,25351,369579
651083,25357,369578
831046,25361,369577
841612,25377,369576
841611,25378,369575
161163,25379,369574
4161163,25379,369573
161162,25380,369572
4161162,25380,369571
611625,25380,369570
251657,25390,369569
6251657,25390,369568
721583,25430,369567
721582,25432,369566
651741,25437,369565
741358,25440,369564
741357,25442,369563
491047,25448,369562
471117,25452,369561
471116,25453,369560
711166,25453,369559
111661,25454,369558
7111661,25454,369557
7111660,25455,369556
791587,25460,369555
541222,25472,369554
341888,25481,369553
341887,25482,369552
351787,25497,369551
351786,25498,369550
731963,25508,369549
731962,25509,369548
261677,25534,369547
7261677,25534,369546
261676,25535,369545
7261676,25535,369544
671456,25539,369543
671455,25540,369542
981211,25549,369541
981210,25550,369540
121057,25551,369539
8121057,25551,369538
121056,25552,369537
8121056,25552,369536
771689,25558,369535
491766,25567,369534
771705,25574,369533
771876,25581,369532
441131,25596,369531
441130,25597,369530
411306,25597,369529
411305,25598,369528
791053,25609,369527
791052,25610,369526
481144,25621,369525
811440,25623,369524
261938,25628,369523
731846,25658,369522
731845,25659,369521
971330,25672,369520
461741,25680,369519
741079,25684,369518
591625,25689,369517
251171,25693,369516
6251171,25693,369515
511715,25694,369514
511714,25695,369513
171486,25696,369512
1171486,25696,369511
1171486,25696,369510
861125,25708,369509
861124,25709,369508
611248,25709,369507
611247,25710,369506
881014,25748,369505
8101425,25750,369504
8101424,25752,369503
971115,25756,369502
971114,25758,369501
711149,25758,369500
111497,25758,369499
7111497,25758,369498
111496,25759,369497
7111496,25759,369496
781772,25765,369495
561088,25789,369494
561087,25790,369493
751088,25815,369492
771979,25826,369491
771978,25827,369490
561473,25854,369489
321178,25860,369488
321177,25861,369487
211777,25861,369486
3211777,25861,369485
771174,25865,369484
711744,25866,369483
281608,25878,369482
351781,25886,369481
781453,25889,369480
781452,25890,369479
541964,25895,369478
681545,25922,369477
621347,25931,369476
621346,25933,369475
9221951,25965,369474
951248,25968,369473
772019,25984,369472
7201980,25986,369471
831010,25994,369470
3101033,25995,369469
3101032,25996,369468
471813,26013,369467
471812,26014,369466
181260,26016,369465
7181260,26016,369464
971907,26022,369463
971906,26023,369462
751808,26038,369461
471857,26052,369460
471856,26053,369459
761242,26064,369458
811099,26072,369457
481109,26072,369456
791589,26083,369455
771061,26162,369454
771060,26163,369453
471324,26178,369452
241001,26182,369451
3241001,26182,369450
241000,26183,369449
3241000,26183,369448
451846,26205,369447
451845,26206,369446
551001,26223,369445
361226,26266,369444
961791,26275,369443
961790,26276,369442
431141,26283,369441
311415,26284,369440
311414,26285,369439
141466,26286,369438
1141466,26286,369437
1141466,26286,369436
941234,26293,369435
341594,26297,369434
341593,26298,369433
791390,26314,369432
571652,26340,369431
571651,26341,369430
651719,26343,369429
651718,26344,369428
171877,26345,369427
5171877,26345,369426
171876,26346,369425
5171876,26346,369424
551618,26371,369423
551617,26372,369422
161758,26373,369421
5161758,26373,369420
161757,26374,369419
5161757,26374,369418
642004,26396,369417
721539,26404,369416
211329,26419,369415
591600,26429,369414
281264,26442,369413
6281264,26442,369412
281263,26443,369411
6281263,26443,369410
331060,26451,369409
891065,26458,369408
431842,26480,369407
431841,26481,369406
841494,26483,369405
821199,26494,369404
211999,26494,369403
8211999,26494,369402
531068,26504,369401
631184,26513,369400
631183,26514,369399
311838,26514,369398
761639,26523,369397
931445,26534,369396
931444,26535,369395
671299,26540,369394
671298,26541,369393
861553,26545,369392
861552,26546,369391
982015,26553,369390
982014,26554,369389
8201451,26555,369388
451410,26559,369387
141028,26560,369386
5141028,26560,369385
141027,26561,369384
5141027,26561,369383
351489,26587,369382
891946,26591,369381
891945,26592,369380
531733,26613,369379
331416,26617,369378
141646,26619,369377
3141646,26619,369376
141645,26620,369375
3141645,26620,369374
961684,26656,369373
851647,26689,369372
851646,26690,369371
571648,26695,369370
571647,26696,369369
771393,26700,369368
551729,26710,369367
951261,26718,369366
1261324,26721,369365
261324,26721,369364
1261324,26721,369363
1261323,26723,369362
261323,26723,369361
1261323,26723,369360
651746,26749,369359
651745,26750,369358
771332,26758,369357
771331,26759,369356
331814,26761,369355
331813,26762,369354
181388,26763,369353
3181388,26763,369352
181387,26764,369351
3181387,26764,369350
121742,26778,369349
4121742,26778,369348
891777,26799,369347
221549,26820,369346
3221549,26820,369345
371455,26831,369344
371454,26832,369343
781647,26837,369342
721398,26842,369341
721397,26843,369340
391602,26897,369339
391601,26900,369338
661598,26955,369337
661597,26956,369336
751064,26986,369335
751063,26987,369334
821151,27001,369333
211511,27002,369332
8211511,27002,369331
151095,27004,369330
1151095,27004,369329
1151095,27004,369328
211510,27004,369327
8211510,27004,369326
151094,27006,369325
1151094,27006,369324
1151094,27006,369323
631020,27030,369322
111548,27059,369321
761821,27070,369320
821248,27073,369319
821247,27074,369318
781327,27079,369317
781326,27080,369316
621659,27094,369315
621658,27095,369314
731297,27100,369313
811231,27107,369312
811230,27108,369311
581598,27114,369310
